,number,value,datetime_start,datetime_complete,duration,params_L,params_N_D,params_W,params_coef,params_lr,params_sampling,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,system_attrs_completed_rung_5,system_attrs_completed_rung_6,system_attrs_completed_rung_7,state
17,17,0.15028444956287257,2024-04-02 02:57:08.415214,2024-04-02 02:57:13.541312,0 days 00:00:05.126098,2,263,48,0.17555449879370197,0.001336705996822079,grid,0.15028444956287257,,,,,,,,PRUNED
18,18,0.04204084558831919,2024-04-02 02:57:13.542313,2024-04-02 02:59:35.011667,0 days 00:02:21.469354,8,248,48,0.20668377464411078,0.00036329653073076336,random,0.25158377532287196,0.25158377532287196,0.25158377532287196,0.25158377532287196,0.25158377532287196,0.13446070589056563,0.044166416098547025,,COMPLETE
19,19,0.2974855846577851,2024-04-02 02:59:35.011667,2024-04-02 02:59:43.111914,0 days 00:00:08.100247,4,69,32,0.06751562062324196,0.003798786659723364,random,0.2974855846577851,0.2974855846577851,,,,,,,PRUNED
20,20,11.536959577674773,2024-04-02 02:59:43.113916,2024-04-02 02:59:56.845050,0 days 00:00:13.731134,8,574,48,0.40334303812894984,3.256948120723607e-05,random,11.536959577674773,,,,,,,,PRUNED
21,21,0.23713821942678848,2024-04-02 02:59:56.846051,2024-04-02 03:00:11.000088,0 days 00:00:14.154037,8,269,48,0.19718353848784265,0.00038692356886926946,random,0.23713821942678848,,,,,,,,PRUNED
22,22,0.3422344680862632,2024-04-02 03:00:11.001089,2024-04-02 03:00:24.836009,0 days 00:00:13.834920,8,208,48,0.2555385271833278,0.00024304335717511018,random,0.3422344680862632,,,,,,,,PRUNED
23,23,0.05352389624038151,2024-04-02 03:00:24.837010,2024-04-02 03:02:47.926870,0 days 00:02:23.089860,8,102,48,0.14951008606728952,0.0016292121672581681,random,0.29118074985200854,0.29118074985200854,0.29118074985200854,0.29118074985200854,0.13442896304338814,0.05606441108781714,,,COMPLETE
24,24,0.2694897907892478,2024-04-02 03:02:47.927870,2024-04-02 03:02:59.233953,0 days 00:00:11.306083,6,359,48,0.058879694418448175,0.0005766803199086956,grid,0.2694897907892478,,,,,,,,PRUNED
25,25,0.6085625690709988,2024-04-02 03:02:59.234954,2024-04-02 03:03:12.887891,0 days 00:00:13.652937,8,350,64,0.22664124889039566,4.231212857356415e-05,grid,0.6085625690709988,,,,,,,,PRUNED
26,26,0.2232378461470932,2024-04-02 03:03:12.888893,2024-04-02 03:03:24.131537,0 days 00:00:11.242644,6,537,32,0.32235745893539947,0.0031800917043650467,random,0.2232378461470932,,,,,,,,PRUNED
27,27,0.5125956644781716,2024-04-02 03:03:24.131537,2024-04-02 03:03:29.081306,0 days 00:00:04.949769,2,208,48,0.13557642831979708,0.00022795546889383693,grid,0.5125956644781716,,,,,,,,PRUNED
28,28,0.302922981212842,2024-04-02 03:03:29.081306,2024-04-02 03:03:43.512869,0 days 00:00:14.431563,8,125,48,0.4428625639008191,0.0011183674830883433,random,0.302922981212842,0.302922981212842,,,,,,,PRUNED
29,29,0.8392593593943763,2024-04-02 03:03:43.513870,2024-04-02 03:03:51.404048,0 days 00:00:07.890178,4,721,32,0.9429139476211301,0.008602273872390272,grid,0.8392593593943763,,,,,,,,PRUNED
30,30,2.301900378054183,2024-04-02 03:03:51.406051,2024-04-02 03:04:02.107375,0 days 00:00:10.701324,6,345,48,0.8267769793138313,0.0001392750350300613,grid,2.301900378054183,,,,,,,,PRUNED
31,31,0.03743960832832026,2024-04-02 03:04:02.109377,2024-04-02 03:05:57.542794,0 days 00:01:55.433417,6,1042,48,0.2840181304858788,0.0002654340462064576,grid,0.155399903530416,0.155399903530416,0.155399903530416,0.155399903530416,0.155399903530416,0.07661188871334025,0.040231422580939306,,COMPLETE
32,32,0.2906516914369184,2024-04-02 03:05:57.543795,2024-04-02 03:06:08.875685,0 days 00:00:11.331890,6,1006,48,0.2917141319639074,0.000318670231422301,grid,0.2906516914369184,,,,,,,,PRUNED
33,33,0.4351060407475049,2024-04-02 03:06:08.876686,2024-04-02 03:06:22.749641,0 days 00:00:13.872955,8,1276,48,0.12570343259074518,6.637141252104942e-05,grid,0.4351060407475049,,,,,,,,PRUNED
34,34,0.26484031384372597,2024-04-02 03:06:22.751642,2024-04-02 03:06:36.751387,0 days 00:00:13.999745,8,228,48,0.22414560156397267,0.00407941398268002,grid,0.26484031384372597,,,,,,,,PRUNED
35,35,0.24428045827113987,2024-04-02 03:06:36.752394,2024-04-02 03:06:41.703418,0 days 00:00:04.951024,2,460,64,0.251477428924332,0.0008930367495995617,grid,0.24428045827113987,,,,,,,,PRUNED
36,36,0.14448623125077184,2024-04-02 03:06:41.705421,2024-04-02 03:06:53.311640,0 days 00:00:11.606219,6,306,48,0.34060602369153664,0.002046336060500962,grid,0.14448623125077184,0.14448623125077184,,,,,,,PRUNED
37,37,0.3457277877088851,2024-04-02 03:06:53.312642,2024-04-02 03:07:01.706910,0 days 00:00:08.394268,4,184,48,0.10540962672721527,0.0001441211417013844,grid,0.3457277877088851,,,,,,,,PRUNED
38,38,0.3375415551695086,2024-04-02 03:07:01.707911,2024-04-02 03:07:15.097669,0 days 00:00:13.389758,8,1543,32,0.16970385369257865,0.0004356861426983326,random,0.3375415551695086,,,,,,,,PRUNED
39,39,9.09322855798108,2024-04-02 03:07:15.098670,2024-04-02 03:07:26.472639,0 days 00:00:11.373969,6,676,64,0.46193849429683187,1.5097216395684107e-05,grid,9.09322855798108,,,,,,,,PRUNED
40,40,5.357597191829785,2024-04-02 03:07:26.474642,2024-04-02 03:07:31.500202,0 days 00:00:05.025560,2,947,48,0.3830509612785361,5.628664472485638e-05,grid,5.357597191829785,,,,,,,,PRUNED
41,41,1.4955567292428142,2024-04-02 03:07:31.502204,2024-04-02 03:07:42.757416,0 days 00:00:11.255212,6,1593,48,0.5758050489422153,0.00019230690728843256,grid,1.4955567292428142,,,,,,,,PRUNED
42,42,1.0587015768732233,2024-04-02 03:07:42.758417,2024-04-02 03:07:54.534653,0 days 00:00:11.776236,6,1164,48,0.47025466255739534,9.722983877699084e-05,grid,1.0587015768732233,,,,,,,,PRUNED
43,43,0.3240113001929007,2024-04-02 03:07:54.535653,2024-04-02 03:08:02.676415,0 days 00:00:08.140762,4,430,48,0.28647270360487065,0.00037464846530564904,grid,0.3240113001929007,,,,,,,,PRUNED
44,44,0.2254480699801027,2024-04-02 03:08:02.677418,2024-04-02 03:08:14.328697,0 days 00:00:11.651279,6,1761,48,0.2226318993913386,0.0007512570186113753,grid,0.2254480699801027,0.2254480699801027,,,,,,,PRUNED
45,45,15.526023020906065,2024-04-02 03:08:14.329698,2024-04-02 03:08:25.653151,0 days 00:00:11.323453,6,1130,48,0.6251618002025223,1.9424645488632128e-05,grid,15.526023020906065,,,,,,,,PRUNED
46,46,0.8979761137007047,2024-04-02 03:08:25.654152,2024-04-02 03:08:34.374515,0 days 00:00:08.720363,4,792,64,0.41244042321904534,9.52216870106592e-05,random,0.8979761137007047,,,,,,,,PRUNED
47,47,0.13571326323842536,2024-04-02 03:08:34.375516,2024-04-02 03:09:02.276373,0 days 00:00:27.900857,8,138,48,0.3442689357984934,0.002042179840849521,grid,0.23418843251390964,0.23418843251390964,0.23418843251390964,0.23418843251390964,0.13571326323842536,,,,PRUNED
48,48,0.5032578009260238,2024-04-02 03:09:02.278374,2024-04-02 03:09:13.269928,0 days 00:00:10.991554,6,502,48,0.5024257693557108,0.00018337192084487406,grid,0.5032578009260238,,,,,,,,PRUNED
49,49,1.0733587375040758,2024-04-02 03:09:13.270928,2024-04-02 03:09:27.872889,0 days 00:00:14.601961,8,172,48,0.6875050084988289,0.0005257312689894008,random,1.0733587375040758,,,,,,,,PRUNED
