,number,value,datetime_start,datetime_complete,duration,params_L,params_N_D,params_N_I,params_N_LB,params_N_RB,params_W,params_coef,params_initialization,params_lr,params_sampling,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,system_attrs_completed_rung_5,system_attrs_completed_rung_6,system_attrs_completed_rung_7,state
10,10,217.07666525160695,2024-04-02 14:01:22.743544,2024-04-02 14:03:47.561650,0 days 00:02:24.818106,8,216,361,154,224,64,0.906731967156267,xavier,0.011854697049265226,random,8.894116169954293,8.894116169954293,8.894116169954293,8.894116169954293,4.460279372288959,217.70547618682295,,,COMPLETE
11,11,3.6211666993505096,2024-04-02 14:03:47.562668,2024-04-02 14:05:42.707019,0 days 00:01:55.144351,6,2666,288,125,51,64,0.9092530643537823,orthogonal,0.00043372479095845116,random,104.12876311493763,104.12876311493763,104.12876311493763,104.12876311493763,104.12876311493763,104.12876311493763,6.911728034474697,4.137355928727822,COMPLETE
12,12,7.442583909832653,2024-04-02 14:05:42.709037,2024-04-02 14:06:44.451912,0 days 00:01:01.742875,6,1912,305,136,14,64,0.9459298856892115,orthogonal,0.0014422281929399093,random,6.1518901020362,6.1518901020362,6.1518901020362,6.1518901020362,6.1518901020362,6.1518901020362,4.242252047658891,7.442583909832653,PRUNED
13,13,104.85279407181763,2024-04-02 14:06:44.452913,2024-04-02 14:07:00.482120,0 days 00:00:16.029207,8,4534,285,172,239,64,0.7918370377647692,orthogonal,0.0002916093719650216,random,104.85279407181763,,,,,,,,PRUNED
14,14,19.37856453292221,2024-04-02 14:07:00.484123,2024-04-02 14:08:56.895132,0 days 00:01:56.411009,6,1360,354,191,79,48,0.6504891040815495,orthogonal,0.006322554505281635,random,12.116344128290672,12.116344128290672,12.116344128290672,12.116344128290672,12.116344128290672,12.116344128290672,4.533468492065604,4.792033459673694,COMPLETE
15,15,217.61087789350037,2024-04-02 14:08:56.896133,2024-04-02 14:10:19.371350,0 days 00:01:22.475217,4,3160,307,248,189,48,0.8411626687108913,orthogonal,0.11272896049019882,random,217.622837488991,217.622837488991,217.622837488991,217.62121592941378,217.62064729248866,,,,COMPLETE
16,16,17.63051518862863,2024-04-02 14:10:19.372352,2024-04-02 14:12:49.319723,0 days 00:02:29.947371,8,1209,267,132,102,64,0.07805167043890471,xavier,0.0003484481791294904,random,112.54207300169527,112.54207300169527,112.54207300169527,112.13727037124976,56.901867861891645,,,,COMPLETE
17,17,50.30841419458643,2024-04-02 14:12:49.321737,2024-04-02 14:13:12.064130,0 days 00:00:22.742393,6,348,231,114,39,48,0.5892851642146908,kaiming,8.874159348684158e-05,random,78.20683607683557,78.20683607683557,78.20683607683557,78.20683607683557,78.20683607683557,78.20683607683557,50.30841419458643,,PRUNED
18,18,80.17222562075851,2024-04-02 14:13:12.066132,2024-04-02 14:13:27.221477,0 days 00:00:15.155345,8,2918,26,160,167,32,0.7297380461839077,default,0.0010009502675950017,random,80.17222562075851,80.17222562075851,,,,,,,PRUNED
19,19,217.29683111057818,2024-04-02 14:13:27.222477,2024-04-02 14:13:39.139019,0 days 00:00:11.916542,6,1393,332,208,205,64,0.8537532062948017,orthogonal,0.04220215286202001,random,217.29683111057818,,,,,,,,PRUNED
20,20,221.50535640702154,2024-04-02 14:13:39.140019,2024-04-02 14:13:47.300118,0 days 00:00:08.160099,4,416,184,112,47,48,0.8660182672577209,orthogonal,1.0210523979442914e-05,random,221.50535640702154,,,,,,,,PRUNED
21,21,157.12836679884967,2024-04-02 14:13:47.301118,2024-04-02 14:13:58.867601,0 days 00:00:11.566483,6,2476,253,23,62,64,0.3808677573261694,orthogonal,9.609534778667285e-05,random,157.12836679884967,,,,,,,,PRUNED
22,22,87.12791904609183,2024-04-02 14:13:58.868615,2024-04-02 14:14:10.316348,0 days 00:00:11.447733,6,2125,254,109,85,64,0.5052565477350889,orthogonal,0.0005696446880388104,random,87.12791904609183,,,,,,,,PRUNED
23,23,17.543503018482976,2024-04-02 14:14:10.318349,2024-04-02 14:15:07.806660,0 days 00:00:57.488311,6,3520,203,58,102,64,0.3430076413998234,orthogonal,0.0001124909092498731,random,113.7583540240729,113.7583540240729,113.7583540240729,113.7583540240729,113.7583540240729,103.11563952142801,17.543503018482976,,PRUNED
24,24,111.88713479207188,2024-04-02 14:15:07.807673,2024-04-02 14:15:22.549052,0 days 00:00:14.741379,8,1547,291,146,53,64,0.578008002890599,orthogonal,5.3249448165356197e-05,random,111.88713479207188,,,,,,,,PRUNED
25,25,6.963021193429737,2024-04-02 14:15:22.550036,2024-04-02 14:15:39.370498,0 days 00:00:16.820462,4,1106,329,88,146,64,0.6577716560506308,orthogonal,0.00302358554061677,random,21.135393149534444,21.135393149534444,21.135393149534444,21.135393149534444,21.135393149534444,21.135393149534444,6.963021193429737,,PRUNED
26,26,23.00994710158201,2024-04-02 14:15:39.372565,2024-04-02 14:15:51.162803,0 days 00:00:11.790238,6,2400,243,44,98,48,0.7827975524957125,kaiming,0.0005792790033107718,grid,23.00994710158201,23.00994710158201,23.00994710158201,,,,,,PRUNED
27,27,109.79796718846004,2024-04-02 14:15:51.163789,2024-04-02 14:16:05.770017,0 days 00:00:14.606228,8,130,278,121,31,64,0.49432261999805027,xavier,0.0001666790564649266,random,109.79796718846004,,,,,,,,PRUNED
28,28,42.936623241658225,2024-04-02 14:16:05.771033,2024-04-02 14:18:01.411692,0 days 00:01:55.640659,6,3587,200,97,250,32,0.9465243863612954,default,0.002555330851690098,random,7.25861164243943,7.25861164243943,7.25861164243943,7.25861164243943,7.25861164243943,4.391902502651304,3.545399482966539,,COMPLETE
29,29,214.28204439188715,2024-04-02 14:18:01.412693,2024-04-02 14:18:09.865874,0 days 00:00:08.453181,4,1046,100,169,12,48,0.19372885697970194,eye,2.4939216064175628e-05,grid,214.28204439188715,,,,,,,,PRUNED
30,30,198.81314769171072,2024-04-02 14:18:09.869878,2024-04-02 14:18:24.448655,0 days 00:00:14.578777,8,585,141,79,61,32,0.6995059726842214,orthogonal,4.964877266317893e-05,random,198.81314769171072,,,,,,,,PRUNED
31,31,113.37025996032355,2024-04-02 14:18:24.449656,2024-04-02 14:18:39.755226,0 days 00:00:15.305570,8,1155,263,140,104,64,0.052268984052944764,xavier,0.00023200921756968127,random,113.37025996032355,113.37025996032355,,,,,,,PRUNED
32,32,101.46777605816388,2024-04-02 14:18:39.757241,2024-04-02 14:18:54.834037,0 days 00:00:15.076796,8,1484,270,132,85,64,0.10122538413830545,xavier,0.00045786642489967607,random,101.46777605816388,101.46777605816388,,,,,,,PRUNED
33,33,101.14956714843338,2024-04-02 14:18:54.835037,2024-04-02 14:19:10.264135,0 days 00:00:15.429098,8,1750,321,103,115,64,0.195843964680801,xavier,0.0003922335942438749,random,101.14956714843338,101.14956714843338,,,,,,,PRUNED
34,34,108.21646810561668,2024-04-02 14:19:10.265135,2024-04-02 14:19:21.670565,0 days 00:00:11.405430,6,2702,237,127,65,64,0.29977286929481695,xavier,0.00010752128892926223,grid,108.21646810561668,,,,,,,,PRUNED
35,35,275.40051409241937,2024-04-02 14:19:21.672570,2024-04-02 14:19:26.941596,0 days 00:00:05.269026,2,673,211,79,150,64,0.23461008421911567,eye,1.1461245985971378e-05,grid,275.40051409241937,,,,,,,,PRUNED
36,36,5.879199831381232,2024-04-02 14:19:26.942597,2024-04-02 14:21:54.883598,0 days 00:02:27.941001,8,984,183,188,91,48,0.8035310031609616,kaiming,0.0007562083922754855,random,7.067205591679636,7.067205591679636,7.067205591679636,7.067205591679636,7.067205591679636,7.067205591679636,4.962056417589483,4.049049308282069,COMPLETE
37,37,41.80744015799321,2024-04-02 14:21:54.884614,2024-04-02 14:22:06.673406,0 days 00:00:11.788792,6,881,177,187,188,32,0.8145739127309528,kaiming,0.0007876213718779425,random,41.80744015799321,41.80744015799321,,,,,,,PRUNED
38,38,6.0283159497711365,2024-04-02 14:22:06.675407,2024-04-02 14:24:40.665426,0 days 00:02:33.990019,8,2106,145,237,29,48,0.8966020981742734,kaiming,0.0016955062955771167,grid,3.8087515106295444,4.158467658638115,,,,,,,COMPLETE
39,39,3.496854665361375,2024-04-02 14:24:40.665426,2024-04-02 14:27:12.121732,0 days 00:02:31.456306,8,2073,137,240,28,48,0.8910446516295824,kaiming,0.0015073502708126663,grid,5.575000069578381,5.575000069578381,5.575000069578381,4.418672046790716,3.2988373480352644,,,,COMPLETE
40,40,4.868616395827103,2024-04-02 14:27:12.124177,2024-04-02 14:29:45.736894,0 days 00:02:33.612717,8,980,84,203,45,48,0.7544258904842691,kaiming,0.005677775697740231,grid,4.866160767278816,6.165524211572872,12.472977981036365,,,,,,COMPLETE
41,41,10.429724916246288,2024-04-02 14:29:45.736894,2024-04-02 14:30:01.336400,0 days 00:00:15.599506,8,942,70,206,43,48,0.767098669481225,kaiming,0.006415003428373613,grid,10.429724916246288,,,,,,,,PRUNED
42,42,23.621649112275094,2024-04-02 14:30:01.336400,2024-04-02 14:31:18.001286,0 days 00:01:16.664886,8,1725,95,230,24,48,0.9207396231309843,kaiming,0.004327508794190823,grid,4.167681492674757,4.167681492674757,4.167681492674757,4.167681492674757,4.167681492674757,3.733392172686834,23.621649112275094,,PRUNED
43,43,142.67699517718032,2024-04-02 14:31:18.001286,2024-04-02 14:31:33.051064,0 days 00:00:15.049778,8,706,129,195,74,48,0.8849606464253792,kaiming,0.016118989624908812,grid,142.67699517718032,,,,,,,,PRUNED
44,44,15.851010028237981,2024-04-02 14:31:33.051064,2024-04-02 14:32:02.800313,0 days 00:00:29.749249,8,541,161,220,53,48,0.8154456911737518,kaiming,0.0020947280785993208,grid,14.652210147902295,14.652210147902295,14.652210147902295,14.652210147902295,14.652210147902295,14.652210147902295,15.851010028237981,,PRUNED
45,45,1916.0648014909502,2024-04-02 14:32:02.800313,2024-04-02 14:32:18.049811,0 days 00:00:15.249498,8,5116,70,175,34,48,0.7304230480019507,normal,0.024956409905221418,grid,1916.0648014909502,,,,,,,,PRUNED
46,46,25.310695536868007,2024-04-02 14:32:18.049811,2024-04-02 14:32:32.866348,0 days 00:00:14.816537,8,770,41,243,92,32,0.837621075907324,kaiming,0.0009463342228824823,grid,25.310695536868007,25.310695536868007,,,,,,,PRUNED
47,47,6.2245178965371,2024-04-02 14:32:32.866348,2024-04-02 14:33:50.510159,0 days 00:01:17.643811,8,1266,119,202,22,48,0.913477426415572,kaiming,0.005380202050875996,grid,4.720043886395001,4.720043886395001,4.720043886395001,4.720043886395001,4.720043886395001,4.720043886395001,4.9320828737124875,6.2245178965371,PRUNED
48,48,3600.6204294392005,2024-04-02 14:33:50.511173,2024-04-02 14:34:05.312364,0 days 00:00:14.801191,8,888,191,219,121,32,0.813330062463716,normal,0.001189875488915906,grid,3600.6204294392005,,,,,,,,PRUNED
49,49,219.16847144131856,2024-04-02 14:34:05.312364,2024-04-02 14:34:21.098214,0 days 00:00:15.785850,8,2112,98,180,137,48,0.7417126366855591,kaiming,0.05145625593283313,grid,219.16847144131856,,,,,,,,PRUNED
