,number,value,datetime_start,datetime_complete,duration,params_L,params_N_D,params_N_I,params_N_LB,params_N_RB,params_W,params_coef,params_initialization,params_lr,params_sampling,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,system_attrs_completed_rung_5,system_attrs_completed_rung_6,system_attrs_completed_rung_7,state
18,18,19.31321912648781,2024-04-02 12:16:02.764892,2024-04-02 12:16:18.131598,0 days 00:00:15.366706,8,638,24,114,235,32,0.8070446210237345,kaiming,0.0003907946153843165,random,19.31321912648781,19.31321912648781,,,,,,,PRUNED
19,19,38.72676815204977,2024-04-02 12:16:18.132653,2024-04-02 12:16:30.232441,0 days 00:00:12.099788,6,1300,33,60,170,32,0.6658035974677102,orthogonal,1.8102035814196475e-05,grid,38.72676815204977,,,,,,,,PRUNED
20,20,12.85244450038395,2024-04-02 12:16:30.233489,2024-04-02 12:16:46.439392,0 days 00:00:16.205903,8,2494,74,96,213,32,0.4171627807306869,orthogonal,0.0036105794947209383,grid,12.85244450038395,12.85244450038395,,,,,,,PRUNED
21,21,1.4519169157450758,2024-04-02 12:16:46.440395,2024-04-02 12:19:18.641800,0 days 00:02:32.201405,8,429,33,42,113,48,0.6328600337805914,orthogonal,0.0010536243362409233,grid,12.117534344108236,12.117534344108236,11.88702826696178,1.8627464421650772,,,,,COMPLETE
22,22,15.219636694400167,2024-04-02 12:19:18.642801,2024-04-02 12:19:49.826504,0 days 00:00:31.183703,8,551,31,51,113,48,0.5373845850159438,orthogonal,0.0011956009259351456,grid,12.213179083344503,12.213179083344503,12.213179083344503,12.213179083344503,15.219636694400167,,,,PRUNED
23,23,14.757564827412208,2024-04-02 12:19:49.827505,2024-04-02 12:20:02.322112,0 days 00:00:12.494607,6,1194,38,123,114,48,0.6818921873040182,orthogonal,0.0002563900075917537,grid,14.757564827412208,14.757564827412208,,,,,,,PRUNED
24,24,21.692348994321655,2024-04-02 12:20:02.323113,2024-04-02 12:20:17.937989,0 days 00:00:15.614876,8,299,44,40,51,32,0.8872949815020843,orthogonal,5.6656451572121785e-05,grid,21.692348994321655,,,,,,,,PRUNED
25,25,38.20953367916876,2024-04-02 12:20:17.939991,2024-04-02 12:21:18.126277,0 days 00:01:00.186286,6,884,38,85,152,32,0.7448786853179286,orthogonal,0.010820664427531594,grid,10.812284040592376,10.812284040592376,10.812284040592376,10.812284040592376,10.812284040592376,10.812284040592376,10.68497296621552,38.20953367916876,PRUNED
26,26,14.92740823134133,2024-04-02 12:21:18.129279,2024-04-02 12:21:34.022625,0 days 00:00:15.893346,8,1623,29,63,115,48,0.6205429082774917,kaiming,0.0008286256862524031,random,14.92740823134133,,,,,,,,PRUNED
27,27,14.648780468964869,2024-04-02 12:21:34.023625,2024-04-02 12:21:42.646346,0 days 00:00:08.622721,4,523,46,79,171,32,0.459187647566476,eye,0.003847268984012213,grid,14.648780468964869,14.648780468964869,,,,,,,PRUNED
28,28,15.04201539536399,2024-04-02 12:21:42.647348,2024-04-02 12:21:54.624064,0 days 00:00:11.976716,6,296,36,176,143,48,0.3157442375808499,default,0.0019480421853067412,grid,15.04201539536399,,,,,,,,PRUNED
29,29,40.892814719260116,2024-04-02 12:21:54.626066,2024-04-02 12:24:28.676513,0 days 00:02:34.050447,8,725,25,105,103,48,0.5705103467602689,normal,0.09761821512912808,grid,40.89406986564014,40.89406986564014,40.89406986564014,40.894009545025554,40.89362373401741,,,,COMPLETE
30,30,37.65080411213639,2024-04-02 12:24:28.678515,2024-04-02 12:24:44.154678,0 days 00:00:15.476163,8,739,48,244,128,32,0.7099432944915951,orthogonal,3.875419902228844e-05,grid,37.65080411213639,,,,,,,,PRUNED
31,31,14.18911043233796,2024-04-02 12:24:44.156680,2024-04-02 12:24:59.424614,0 days 00:00:15.267934,8,316,32,32,193,48,0.6053647244761752,orthogonal,0.0005149871486783724,grid,14.18911043233796,14.18911043233796,,,,,,,PRUNED
32,32,19.18006845542345,2024-04-02 12:24:59.426662,2024-04-02 12:25:15.014652,0 days 00:00:15.587990,8,429,41,29,220,48,0.640888820883871,orthogonal,0.00018381850640148868,grid,19.18006845542345,,,,,,,,PRUNED
33,33,2.612157388770612,2024-04-02 12:25:15.015653,2024-04-02 12:27:49.048424,0 days 00:02:34.032771,8,244,30,54,163,48,0.7948659091164989,orthogonal,0.002238255002121467,grid,10.678898514409711,10.678898514409711,10.678898514409711,11.192763226740139,1.6253640202998152,,,,COMPLETE
34,34,40.93420078041872,2024-04-02 12:27:49.050426,2024-04-02 12:28:04.292723,0 days 00:00:15.242297,8,211,29,54,165,64,0.8022461032108533,default,0.010208336109934801,grid,40.93420078041872,,,,,,,,PRUNED
35,35,5.684833113241651,2024-04-02 12:28:04.294725,2024-04-02 12:30:04.074341,0 days 00:01:59.779616,6,163,27,60,149,48,0.8204102454362999,orthogonal,0.0021852807383864123,grid,11.501834043356668,11.501834043356668,11.501834043356668,11.501834043356668,12.25235749058504,2.5350956615334304,,,COMPLETE
36,36,14.557877754081037,2024-04-02 12:30:04.076344,2024-04-02 12:31:21.820577,0 days 00:01:17.744233,8,128,31,43,179,64,0.7094036335907884,xavier,0.005760885452031683,grid,11.87377676919331,11.87377676919331,11.87377676919331,11.87377676919331,11.87377676919331,13.47706037678017,14.557877754081037,,PRUNED
37,37,33.192104613908526,2024-04-02 12:31:21.822578,2024-04-02 12:31:33.561199,0 days 00:00:11.738621,6,250,35,85,67,48,0.9122233587049956,eye,8.875201915746247e-05,grid,33.192104613908526,,,,,,,,PRUNED
38,38,16.906669068369226,2024-04-02 12:31:33.563234,2024-04-02 12:31:48.985880,0 days 00:00:15.422646,8,370,39,134,103,32,0.8655999438897806,orthogonal,0.0004973859003414308,random,16.906669068369226,,,,,,,,PRUNED
39,39,576.7498813973025,2024-04-02 12:31:48.986929,2024-04-02 12:32:01.587909,0 days 00:00:12.600980,6,2377,50,97,136,64,0.740744385036415,normal,0.0229835199974615,grid,576.7498813973025,,,,,,,,PRUNED
40,40,12.931444135860193,2024-04-02 12:32:01.588909,2024-04-02 12:32:32.465706,0 days 00:00:30.876797,8,596,43,67,160,48,0.8303110285240021,xavier,0.0018363788859744293,grid,9.937521620938757,9.937521620938757,9.937521620938757,9.937521620938757,9.937521620938757,9.937521620938757,12.931444135860193,,PRUNED
41,41,13.847357976106508,2024-04-02 12:32:32.466706,2024-04-02 12:32:47.698226,0 days 00:00:15.231520,8,228,34,20,196,48,0.5645867242493601,orthogonal,0.0010258813105334492,grid,13.847357976106508,,,,,,,,PRUNED
42,42,12.653230422426198,2024-04-02 12:32:47.699226,2024-04-02 12:33:03.114802,0 days 00:00:15.415576,8,378,30,30,212,48,0.650906426590713,orthogonal,0.006392214308698858,grid,12.653230422426198,,,,,,,,PRUNED
43,43,14.462999675798065,2024-04-02 12:33:03.116803,2024-04-02 12:33:18.652266,0 days 00:00:15.535463,8,178,35,37,120,48,0.47529087781430723,orthogonal,0.000691158207100668,grid,14.462999675798065,14.462999675798065,,,,,,,PRUNED
44,44,14.78258510378056,2024-04-02 12:33:18.654267,2024-04-02 12:33:34.067148,0 days 00:00:15.412881,8,499,41,21,183,48,0.6976245672133732,orthogonal,0.0002606242111890656,grid,14.78258510378056,,,,,,,,PRUNED
45,45,12.462777668496173,2024-04-02 12:33:34.068147,2024-04-02 12:33:42.811356,0 days 00:00:08.743209,4,1111,26,50,91,64,0.7709779138278401,kaiming,0.0015023591225847058,grid,12.462777668496173,12.462777668496173,,,,,,,PRUNED
46,46,12.823183922735108,2024-04-02 12:33:42.813358,2024-04-02 12:33:58.281470,0 days 00:00:15.468112,8,261,54,74,144,48,0.6279625072924108,orthogonal,0.0029308301529340133,grid,12.823183922735108,12.823183922735108,,,,,,,PRUNED
47,47,23.013680237606387,2024-04-02 12:33:58.283472,2024-04-02 12:34:03.601983,0 days 00:00:05.318511,2,1586,61,22,230,32,0.5098803214018884,orthogonal,0.00030088516275190996,random,23.013680237606387,,,,,,,,PRUNED
48,48,32.591222642981464,2024-04-02 12:34:03.603985,2024-04-02 12:34:15.632400,0 days 00:00:12.028415,6,905,33,42,77,48,0.5447402949233003,eye,0.00010105077025546366,grid,32.591222642981464,,,,,,,,PRUNED
49,49,1073.4129513474757,2024-04-02 12:34:15.633401,2024-04-02 12:34:30.992631,0 days 00:00:15.359230,8,340,37,57,244,32,0.4429188491756916,normal,0.0006618799016606099,random,1073.4129513474757,,,,,,,,PRUNED
